pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,offset1_wn16,offset2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,wn_domain_feature
n,accent.n.1,accent.n.3,accent.n.1,dialect.n.1,05335965-n,05352409-n,distinctive manner of oral expression,distinctive manner of oral expression,the usage or vocabulary that is characteristic of a specific group of people,the usage or vocabulary that is characteristic of a specific group of people,1.0
n,traffic.n.1,traffic.n.3,traffic.n.1,,06231214-n,05352409-n,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time,the aggregation of things (pedestrians or vehicles or messages) coming and going in a particular locality,the amount of activity over a communication system during a given period of time,the usage or vocabulary that is characteristic of a specific group of people,1.0
n,traffic.n.1,traffic.n.2,traffic.n.1,traffic.n.2,06231214-n,00722332-n,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time,the aggregation of things (pedestrians or vehicles or messages) coming and going in a particular locality,buying and selling; especially illicit trade,buying and selling; especially illicit trade,1.0
n,traffic.n.1,traffic.n.4,traffic.n.1,dealings.n.1,06231214-n,00023967-n,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time,the aggregation of things (pedestrians or vehicles or messages) coming and going in a particular locality,social or verbal interchange (usually followed by `with'),social or verbal interchange (usually followed by `with'),1.0
n,traffic.n.3,traffic.n.2,,traffic.n.2,06231214-n,00722332-n,the amount of activity over a communication system during a given period of time,the aggregation of things (pedestrians or vehicles or messages) coming and going in a particular locality,buying and selling; especially illicit trade,buying and selling; especially illicit trade,1.0
n,traffic.n.3,traffic.n.4,,dealings.n.1,06231214-n,00023967-n,the amount of activity over a communication system during a given period of time,the aggregation of things (pedestrians or vehicles or messages) coming and going in a particular locality,social or verbal interchange (usually followed by `with'),social or verbal interchange (usually followed by `with'),1.0
n,traffic.n.2,traffic.n.4,traffic.n.2,dealings.n.1,00722332-n,00023967-n,buying and selling; especially illicit trade,buying and selling; especially illicit trade,social or verbal interchange (usually followed by `with'),social or verbal interchange (usually followed by `with'),1.0
n,facade.n.1,facade.n.2,,facade.n.2,02659695-n,05064418-n,the face or front of a building,the face or front of a building,a showy misrepresentation intended to conceal something unpleasant,a showy misrepresentation intended to conceal something unpleasant,1.0
n,kitty.n.2,kitty.n.1,pot.n.6,pool.n.7,09608092-n,09627595-n,the cumulative amount involved in a game (such as poker),the cumulative stake in a game (such as poker),the combined stakes of the betters,the combined stakes of the betters,1.0
n,kitty.n.2,kitty.n.3,pot.n.6,kitten.n.1,09608092-n,01631790-n,the cumulative amount involved in a game (such as poker),the cumulative stake in a game (such as poker),young domestic cat,young domestic cat,1.0
n,kitty.n.2,kitty.n.4,pot.n.6,kitty.n.4,09608092-n,01631393-n,the cumulative amount involved in a game (such as poker),the cumulative stake in a game (such as poker),informal terms referring to a domestic cat,informal terms,1.0
n,kitty.n.1,kitty.n.3,pool.n.7,kitten.n.1,09627595-n,01631790-n,the combined stakes of the betters,the combined stakes of the betters,young domestic cat,young domestic cat,1.0
n,kitty.n.1,kitty.n.4,pool.n.7,kitty.n.4,09627595-n,01631393-n,the combined stakes of the betters,the combined stakes of the betters,informal terms referring to a domestic cat,informal terms,1.0
n,kitty.n.3,kitty.n.4,kitten.n.1,kitty.n.4,01631790-n,01631393-n,young domestic cat,young domestic cat,informal terms referring to a domestic cat,informal terms,1.0
n,manager.n.1,manager.n.2,director.n.1,coach.n.1,07063762-n,07162467-n,someone who controls resources and expenditures,someone who controls resources and expenditures,(sports) someone in charge of training an athlete or a team,someone in charge of training an athlete or a team,1.0
v,authorize.v.1,authorize.v.2,authorize.v.1,,00545978-v,07162467-n,grant authorization or clearance for,grant authorization or clearance for,give or delegate power or authority to,someone in charge of training an athlete or a team,1.0
v,exchange.v.3,exchange.v.1,switch_over.v.1,exchange.v.1,00094296-v,01544679-v,"change over, change around, as to a new order or sequence","change over, change around, or switch over","give to, and receive from, one another","give to, and receive from, one another",1.0
v,exchange.v.3,exchange.v.4,switch_over.v.1,exchange.v.4,00094296-v,01630321-v,"change over, change around, as to a new order or sequence","change over, change around, or switch over","hand over one and receive another, approximately equivalent","exchange prisoners, employees, etc.",1.0
v,exchange.v.3,exchange.v.2,switch_over.v.1,change.v.6,00094296-v,00111031-v,"change over, change around, as to a new order or sequence","change over, change around, or switch over","exchange or replace with another, usually of the same kind or category","exchange or replace with another, usually of the same kind or category",1.0
v,exchange.v.3,exchange.v.5,switch_over.v.1,commute.v.4,00094296-v,00111343-v,"change over, change around, as to a new order or sequence","change over, change around, or switch over",exchange a penalty for a less severe one,exchange a penalty for a less severe one,1.0
v,exchange.v.1,exchange.v.4,exchange.v.1,exchange.v.4,01544679-v,01630321-v,"give to, and receive from, one another","give to, and receive from, one another","hand over one and receive another, approximately equivalent","exchange prisoners, employees, etc.",1.0
v,exchange.v.1,exchange.v.2,exchange.v.1,change.v.6,01544679-v,00111031-v,"give to, and receive from, one another","give to, and receive from, one another","exchange or replace with another, usually of the same kind or category","exchange or replace with another, usually of the same kind or category",1.0
v,exchange.v.1,exchange.v.5,exchange.v.1,commute.v.4,01544679-v,00111343-v,"give to, and receive from, one another","give to, and receive from, one another",exchange a penalty for a less severe one,exchange a penalty for a less severe one,1.0
v,exchange.v.4,exchange.v.2,exchange.v.4,change.v.6,01630321-v,00111031-v,"hand over one and receive another, approximately equivalent","exchange prisoners, employees, etc.","exchange or replace with another, usually of the same kind or category","exchange or replace with another, usually of the same kind or category",1.0
v,exchange.v.4,exchange.v.5,exchange.v.4,commute.v.4,01630321-v,00111343-v,"hand over one and receive another, approximately equivalent","exchange prisoners, employees, etc.",exchange a penalty for a less severe one,exchange a penalty for a less severe one,1.0
v,exchange.v.2,exchange.v.5,change.v.6,commute.v.4,00111031-v,00111343-v,"exchange or replace with another, usually of the same kind or category","exchange or replace with another, usually of the same kind or category",exchange a penalty for a less severe one,exchange a penalty for a less severe one,1.0
v,lead.v.1,lead.v.11,lead.v.1,lead.v.11,01364494-v,01849509-v,take somebody somewhere,take somebody somewhere,pass or spend,pass or spend,1.0
v,lead.v.1,lead.v.14,lead.v.1,run.v.23,01364494-v,01833529-v,take somebody somewhere,take somebody somewhere,cause something to pass or lead somewhere,cause something to pass or lead somewhere,1.0
v,lead.v.1,lead.v.2,lead.v.1,leave.v.7,01364494-v,01798819-v,take somebody somewhere,take somebody somewhere,have as a result or residue,result in,1.0
v,lead.v.1,lead.v.3,lead.v.1,lead.v.3,01364494-v,01799008-v,take somebody somewhere,take somebody somewhere,tend to or result in,tend to or result in,1.0
v,lead.v.1,lead.v.5,lead.v.1,lead.v.5,01364494-v,00524123-v,take somebody somewhere,take somebody somewhere,cause to undertake a certain action,cause to undertake a certain action,1.0
v,lead.v.1,lead.v.9,lead.v.1,contribute.v.3,01364494-v,01742423-v,take somebody somewhere,take somebody somewhere,be conducive to,be conducive to,1.0
v,lead.v.1,lead.v.4,lead.v.1,lead.v.4,01364494-v,01364337-v,take somebody somewhere,take somebody somewhere,travel in front of; go in advance of others,travel in front of; go in advance of others:,1.0
v,lead.v.1,lead.v.8,lead.v.1,,01364494-v,01834058-v,take somebody somewhere,take somebody somewhere,be ahead of others; be the first,be ahead of others; be at the top; be the first,1.0
v,lead.v.1,lead.v.13,lead.v.1,precede.v.4,01364494-v,01364150-v,take somebody somewhere,take somebody somewhere,move ahead (of others) in time or space,move ahead (of others) in time or space,1.0
v,lead.v.1,lead.v.6,lead.v.1,run.v.3,01364494-v,01832891-v,take somebody somewhere,take somebody somewhere,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",1.0
v,lead.v.1,lead.v.12,lead.v.1,go.v.25,01364494-v,01833375-v,take somebody somewhere,take somebody somewhere,"lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.1,lead.v.7,lead.v.1,head.v.2,01364494-v,01662020-v,take somebody somewhere,take somebody somewhere,be in charge of,be in charge of,1.0
v,lead.v.1,lead.v.10,lead.v.1,conduct.v.2,01364494-v,01185662-v,take somebody somewhere,take somebody somewhere,"lead, as in the performance of a composition",lead,1.0
v,lead.v.1,lead.v.15,lead.v.1,moderate.v.1,01364494-v,00552866-v,take somebody somewhere,take somebody somewhere,preside over,preside over,1.0
v,lead.v.11,lead.v.14,lead.v.11,run.v.23,01849509-v,01833529-v,pass or spend,pass or spend,cause something to pass or lead somewhere,cause something to pass or lead somewhere,1.0
v,lead.v.11,lead.v.2,lead.v.11,leave.v.7,01849509-v,01798819-v,pass or spend,pass or spend,have as a result or residue,result in,1.0
v,lead.v.11,lead.v.3,lead.v.11,lead.v.3,01849509-v,01799008-v,pass or spend,pass or spend,tend to or result in,tend to or result in,1.0
v,lead.v.11,lead.v.5,lead.v.11,lead.v.5,01849509-v,00524123-v,pass or spend,pass or spend,cause to undertake a certain action,cause to undertake a certain action,1.0
v,lead.v.11,lead.v.9,lead.v.11,contribute.v.3,01849509-v,01742423-v,pass or spend,pass or spend,be conducive to,be conducive to,1.0
v,lead.v.11,lead.v.4,lead.v.11,lead.v.4,01849509-v,01364337-v,pass or spend,pass or spend,travel in front of; go in advance of others,travel in front of; go in advance of others:,1.0
v,lead.v.11,lead.v.8,lead.v.11,,01849509-v,01834058-v,pass or spend,pass or spend,be ahead of others; be the first,be ahead of others; be at the top; be the first,1.0
v,lead.v.11,lead.v.13,lead.v.11,precede.v.4,01849509-v,01364150-v,pass or spend,pass or spend,move ahead (of others) in time or space,move ahead (of others) in time or space,1.0
v,lead.v.11,lead.v.6,lead.v.11,run.v.3,01849509-v,01832891-v,pass or spend,pass or spend,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",1.0
v,lead.v.11,lead.v.12,lead.v.11,go.v.25,01849509-v,01833375-v,pass or spend,pass or spend,"lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.11,lead.v.7,lead.v.11,head.v.2,01849509-v,01662020-v,pass or spend,pass or spend,be in charge of,be in charge of,1.0
v,lead.v.11,lead.v.10,lead.v.11,conduct.v.2,01849509-v,01185662-v,pass or spend,pass or spend,"lead, as in the performance of a composition",lead,1.0
v,lead.v.11,lead.v.15,lead.v.11,moderate.v.1,01849509-v,00552866-v,pass or spend,pass or spend,preside over,preside over,1.0
v,lead.v.14,lead.v.2,run.v.23,leave.v.7,01833529-v,01798819-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,have as a result or residue,result in,1.0
v,lead.v.14,lead.v.3,run.v.23,lead.v.3,01833529-v,01799008-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,tend to or result in,tend to or result in,1.0
v,lead.v.14,lead.v.5,run.v.23,lead.v.5,01833529-v,00524123-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,cause to undertake a certain action,cause to undertake a certain action,1.0
v,lead.v.14,lead.v.9,run.v.23,contribute.v.3,01833529-v,01742423-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,be conducive to,be conducive to,1.0
v,lead.v.14,lead.v.4,run.v.23,lead.v.4,01833529-v,01364337-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,travel in front of; go in advance of others,travel in front of; go in advance of others:,1.0
v,lead.v.14,lead.v.8,run.v.23,,01833529-v,01834058-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,be ahead of others; be the first,be ahead of others; be at the top; be the first,1.0
v,lead.v.14,lead.v.13,run.v.23,precede.v.4,01833529-v,01364150-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,move ahead (of others) in time or space,move ahead (of others) in time or space,1.0
v,lead.v.14,lead.v.6,run.v.23,run.v.3,01833529-v,01832891-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",1.0
v,lead.v.14,lead.v.12,run.v.23,go.v.25,01833529-v,01833375-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,"lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.14,lead.v.7,run.v.23,head.v.2,01833529-v,01662020-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,be in charge of,be in charge of,1.0
v,lead.v.14,lead.v.10,run.v.23,conduct.v.2,01833529-v,01185662-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,"lead, as in the performance of a composition",lead,1.0
v,lead.v.14,lead.v.15,run.v.23,moderate.v.1,01833529-v,00552866-v,cause something to pass or lead somewhere,cause something to pass or lead somewhere,preside over,preside over,1.0
v,lead.v.2,lead.v.3,leave.v.7,lead.v.3,01798819-v,01799008-v,have as a result or residue,result in,tend to or result in,tend to or result in,1.0
v,lead.v.2,lead.v.5,leave.v.7,lead.v.5,01798819-v,00524123-v,have as a result or residue,result in,cause to undertake a certain action,cause to undertake a certain action,1.0
v,lead.v.2,lead.v.9,leave.v.7,contribute.v.3,01798819-v,01742423-v,have as a result or residue,result in,be conducive to,be conducive to,1.0
v,lead.v.2,lead.v.4,leave.v.7,lead.v.4,01798819-v,01364337-v,have as a result or residue,result in,travel in front of; go in advance of others,travel in front of; go in advance of others:,1.0
v,lead.v.2,lead.v.8,leave.v.7,,01798819-v,01834058-v,have as a result or residue,result in,be ahead of others; be the first,be ahead of others; be at the top; be the first,1.0
v,lead.v.2,lead.v.13,leave.v.7,precede.v.4,01798819-v,01364150-v,have as a result or residue,result in,move ahead (of others) in time or space,move ahead (of others) in time or space,1.0
v,lead.v.2,lead.v.6,leave.v.7,run.v.3,01798819-v,01832891-v,have as a result or residue,result in,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",1.0
v,lead.v.2,lead.v.12,leave.v.7,go.v.25,01798819-v,01833375-v,have as a result or residue,result in,"lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.2,lead.v.7,leave.v.7,head.v.2,01798819-v,01662020-v,have as a result or residue,result in,be in charge of,be in charge of,1.0
v,lead.v.2,lead.v.10,leave.v.7,conduct.v.2,01798819-v,01185662-v,have as a result or residue,result in,"lead, as in the performance of a composition",lead,1.0
v,lead.v.2,lead.v.15,leave.v.7,moderate.v.1,01798819-v,00552866-v,have as a result or residue,result in,preside over,preside over,1.0
v,lead.v.3,lead.v.5,lead.v.3,lead.v.5,01799008-v,00524123-v,tend to or result in,tend to or result in,cause to undertake a certain action,cause to undertake a certain action,1.0
v,lead.v.3,lead.v.9,lead.v.3,contribute.v.3,01799008-v,01742423-v,tend to or result in,tend to or result in,be conducive to,be conducive to,1.0
v,lead.v.3,lead.v.4,lead.v.3,lead.v.4,01799008-v,01364337-v,tend to or result in,tend to or result in,travel in front of; go in advance of others,travel in front of; go in advance of others:,1.0
v,lead.v.3,lead.v.8,lead.v.3,,01799008-v,01834058-v,tend to or result in,tend to or result in,be ahead of others; be the first,be ahead of others; be at the top; be the first,1.0
v,lead.v.3,lead.v.13,lead.v.3,precede.v.4,01799008-v,01364150-v,tend to or result in,tend to or result in,move ahead (of others) in time or space,move ahead (of others) in time or space,1.0
v,lead.v.3,lead.v.6,lead.v.3,run.v.3,01799008-v,01832891-v,tend to or result in,tend to or result in,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",1.0
v,lead.v.3,lead.v.12,lead.v.3,go.v.25,01799008-v,01833375-v,tend to or result in,tend to or result in,"lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.3,lead.v.7,lead.v.3,head.v.2,01799008-v,01662020-v,tend to or result in,tend to or result in,be in charge of,be in charge of,1.0
v,lead.v.3,lead.v.10,lead.v.3,conduct.v.2,01799008-v,01185662-v,tend to or result in,tend to or result in,"lead, as in the performance of a composition",lead,1.0
v,lead.v.3,lead.v.15,lead.v.3,moderate.v.1,01799008-v,00552866-v,tend to or result in,tend to or result in,preside over,preside over,1.0
v,lead.v.5,lead.v.9,lead.v.5,contribute.v.3,00524123-v,01742423-v,cause to undertake a certain action,cause to undertake a certain action,be conducive to,be conducive to,1.0
v,lead.v.5,lead.v.4,lead.v.5,lead.v.4,00524123-v,01364337-v,cause to undertake a certain action,cause to undertake a certain action,travel in front of; go in advance of others,travel in front of; go in advance of others:,1.0
v,lead.v.5,lead.v.8,lead.v.5,,00524123-v,01834058-v,cause to undertake a certain action,cause to undertake a certain action,be ahead of others; be the first,be ahead of others; be at the top; be the first,1.0
v,lead.v.5,lead.v.13,lead.v.5,precede.v.4,00524123-v,01364150-v,cause to undertake a certain action,cause to undertake a certain action,move ahead (of others) in time or space,move ahead (of others) in time or space,1.0
v,lead.v.5,lead.v.6,lead.v.5,run.v.3,00524123-v,01832891-v,cause to undertake a certain action,cause to undertake a certain action,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",1.0
v,lead.v.5,lead.v.12,lead.v.5,go.v.25,00524123-v,01833375-v,cause to undertake a certain action,cause to undertake a certain action,"lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.5,lead.v.7,lead.v.5,head.v.2,00524123-v,01662020-v,cause to undertake a certain action,cause to undertake a certain action,be in charge of,be in charge of,1.0
v,lead.v.5,lead.v.10,lead.v.5,conduct.v.2,00524123-v,01185662-v,cause to undertake a certain action,cause to undertake a certain action,"lead, as in the performance of a composition",lead,1.0
v,lead.v.5,lead.v.15,lead.v.5,moderate.v.1,00524123-v,00552866-v,cause to undertake a certain action,cause to undertake a certain action,preside over,preside over,1.0
v,lead.v.9,lead.v.4,contribute.v.3,lead.v.4,01742423-v,01364337-v,be conducive to,be conducive to,travel in front of; go in advance of others,travel in front of; go in advance of others:,1.0
v,lead.v.9,lead.v.8,contribute.v.3,,01742423-v,01834058-v,be conducive to,be conducive to,be ahead of others; be the first,be ahead of others; be at the top; be the first,1.0
v,lead.v.9,lead.v.13,contribute.v.3,precede.v.4,01742423-v,01364150-v,be conducive to,be conducive to,move ahead (of others) in time or space,move ahead (of others) in time or space,1.0
v,lead.v.9,lead.v.6,contribute.v.3,run.v.3,01742423-v,01832891-v,be conducive to,be conducive to,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",1.0
v,lead.v.9,lead.v.12,contribute.v.3,go.v.25,01742423-v,01833375-v,be conducive to,be conducive to,"lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.9,lead.v.7,contribute.v.3,head.v.2,01742423-v,01662020-v,be conducive to,be conducive to,be in charge of,be in charge of,1.0
v,lead.v.9,lead.v.10,contribute.v.3,conduct.v.2,01742423-v,01185662-v,be conducive to,be conducive to,"lead, as in the performance of a composition",lead,1.0
v,lead.v.9,lead.v.15,contribute.v.3,moderate.v.1,01742423-v,00552866-v,be conducive to,be conducive to,preside over,preside over,1.0
v,lead.v.4,lead.v.8,lead.v.4,,01364337-v,01834058-v,travel in front of; go in advance of others,travel in front of; go in advance of others:,be ahead of others; be the first,be ahead of others; be at the top; be the first,1.0
v,lead.v.4,lead.v.13,lead.v.4,precede.v.4,01364337-v,01364150-v,travel in front of; go in advance of others,travel in front of; go in advance of others:,move ahead (of others) in time or space,move ahead (of others) in time or space,1.0
v,lead.v.4,lead.v.6,lead.v.4,run.v.3,01364337-v,01832891-v,travel in front of; go in advance of others,travel in front of; go in advance of others:,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",1.0
v,lead.v.4,lead.v.12,lead.v.4,go.v.25,01364337-v,01833375-v,travel in front of; go in advance of others,travel in front of; go in advance of others:,"lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.4,lead.v.7,lead.v.4,head.v.2,01364337-v,01662020-v,travel in front of; go in advance of others,travel in front of; go in advance of others:,be in charge of,be in charge of,1.0
v,lead.v.4,lead.v.10,lead.v.4,conduct.v.2,01364337-v,01185662-v,travel in front of; go in advance of others,travel in front of; go in advance of others:,"lead, as in the performance of a composition",lead,1.0
v,lead.v.4,lead.v.15,lead.v.4,moderate.v.1,01364337-v,00552866-v,travel in front of; go in advance of others,travel in front of; go in advance of others:,preside over,preside over,1.0
v,lead.v.8,lead.v.13,,precede.v.4,01834058-v,01364150-v,be ahead of others; be the first,be ahead of others; be at the top; be the first,move ahead (of others) in time or space,move ahead (of others) in time or space,1.0
v,lead.v.8,lead.v.6,,run.v.3,01834058-v,01832891-v,be ahead of others; be the first,be ahead of others; be at the top; be the first,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",1.0
v,lead.v.8,lead.v.12,,go.v.25,01834058-v,01833375-v,be ahead of others; be the first,be ahead of others; be at the top; be the first,"lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.8,lead.v.7,,head.v.2,01834058-v,01662020-v,be ahead of others; be the first,be ahead of others; be at the top; be the first,be in charge of,be in charge of,1.0
v,lead.v.8,lead.v.10,,conduct.v.2,01834058-v,01185662-v,be ahead of others; be the first,be ahead of others; be at the top; be the first,"lead, as in the performance of a composition",lead,1.0
v,lead.v.8,lead.v.15,,moderate.v.1,01834058-v,00552866-v,be ahead of others; be the first,be ahead of others; be at the top; be the first,preside over,preside over,1.0
v,lead.v.13,lead.v.6,precede.v.4,run.v.3,01364150-v,01832891-v,move ahead (of others) in time or space,move ahead (of others) in time or space,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",1.0
v,lead.v.13,lead.v.12,precede.v.4,go.v.25,01364150-v,01833375-v,move ahead (of others) in time or space,move ahead (of others) in time or space,"lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.13,lead.v.7,precede.v.4,head.v.2,01364150-v,01662020-v,move ahead (of others) in time or space,move ahead (of others) in time or space,be in charge of,be in charge of,1.0
v,lead.v.13,lead.v.10,precede.v.4,conduct.v.2,01364150-v,01185662-v,move ahead (of others) in time or space,move ahead (of others) in time or space,"lead, as in the performance of a composition",lead,1.0
v,lead.v.13,lead.v.15,precede.v.4,moderate.v.1,01364150-v,00552866-v,move ahead (of others) in time or space,move ahead (of others) in time or space,preside over,preside over,1.0
v,lead.v.6,lead.v.12,run.v.3,go.v.25,01832891-v,01833375-v,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","lead, extend, or afford access","lead. extend, or afford access",1.0
v,lead.v.6,lead.v.7,run.v.3,head.v.2,01832891-v,01662020-v,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",be in charge of,be in charge of,1.0
v,lead.v.6,lead.v.10,run.v.3,conduct.v.2,01832891-v,01185662-v,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","lead, as in the performance of a composition",lead,1.0
v,lead.v.6,lead.v.15,run.v.3,moderate.v.1,01832891-v,00552866-v,"stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point","stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point",preside over,preside over,1.0
v,lead.v.12,lead.v.7,go.v.25,head.v.2,01833375-v,01662020-v,"lead, extend, or afford access","lead. extend, or afford access",be in charge of,be in charge of,1.0
v,lead.v.12,lead.v.10,go.v.25,conduct.v.2,01833375-v,01185662-v,"lead, extend, or afford access","lead. extend, or afford access","lead, as in the performance of a composition",lead,1.0
v,lead.v.12,lead.v.15,go.v.25,moderate.v.1,01833375-v,00552866-v,"lead, extend, or afford access","lead. extend, or afford access",preside over,preside over,1.0
v,lead.v.7,lead.v.10,head.v.2,conduct.v.2,01662020-v,01185662-v,be in charge of,be in charge of,"lead, as in the performance of a composition",lead,1.0
v,lead.v.7,lead.v.15,head.v.2,moderate.v.1,01662020-v,00552866-v,be in charge of,be in charge of,preside over,preside over,1.0
v,lead.v.10,lead.v.15,conduct.v.2,moderate.v.1,01185662-v,00552866-v,"lead, as in the performance of a composition",lead,preside over,preside over,1.0
n,bridge.n.1,bridge.n.3,bridge.n.1,bridge.n.3,02336596-n,09932435-n,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,something resembling a bridge in form or function,something resembling a bridge in form or function:,1.0
n,bridge.n.1,bridge.n.4,bridge.n.1,bridge.n.4,02336596-n,04339350-n,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,1.0
n,bridge.n.1,bridge.n.5,bridge.n.1,bridge.n.5,02336596-n,00313329-n,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,any of various card games based on whist for four players,any of various card games based on whist for four players,1.0
n,bridge.n.1,bridge.n.6,bridge.n.1,bridge.n.6,02336596-n,02337484-n,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,a wooden support that holds the strings up,wooden piece that holds string up,1.0
n,bridge.n.1,bridge.n.7,bridge.n.1,bridge.n.7,02336596-n,02337359-n,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,1.0
n,bridge.n.1,bridge.n.8,bridge.n.1,bridge.n.8,02336596-n,02337233-n,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,the link between two lenses; rests on nose,the link between two lenses; rests on nose,1.0
n,bridge.n.1,bridge.n.9,bridge.n.1,bridge.n.9,02336596-n,02337071-n,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,1.0
n,bridge.n.1,bridge.n.2,bridge.n.1,bridge.n.2,02336596-n,02337589-n,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,1.0
n,bridge.n.3,bridge.n.4,bridge.n.3,bridge.n.4,09932435-n,04339350-n,something resembling a bridge in form or function,something resembling a bridge in form or function:,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,1.0
n,bridge.n.3,bridge.n.5,bridge.n.3,bridge.n.5,09932435-n,00313329-n,something resembling a bridge in form or function,something resembling a bridge in form or function:,any of various card games based on whist for four players,any of various card games based on whist for four players,1.0
n,bridge.n.3,bridge.n.6,bridge.n.3,bridge.n.6,09932435-n,02337484-n,something resembling a bridge in form or function,something resembling a bridge in form or function:,a wooden support that holds the strings up,wooden piece that holds string up,1.0
n,bridge.n.3,bridge.n.7,bridge.n.3,bridge.n.7,09932435-n,02337359-n,something resembling a bridge in form or function,something resembling a bridge in form or function:,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,1.0
n,bridge.n.3,bridge.n.8,bridge.n.3,bridge.n.8,09932435-n,02337233-n,something resembling a bridge in form or function,something resembling a bridge in form or function:,the link between two lenses; rests on nose,the link between two lenses; rests on nose,1.0
