pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def,sense1_topic,sense2_topic,topic_similarity
n,consideration.n.2,consideration.n.6,circumstance.n.3,consideration.n.6,information that should be kept in mind when making a decision,information that should be kept in mind when making a decision,a considerate and thoughtful act,a considerate and thoughtful act,tf_idfBNC_filt.circumstance.n.3.txt,tf_idfBNC_filt.consideration.n.6.txt,0.8467172669983081
n,consideration.n.5,consideration.n.1,retainer.n.1,consideration.n.1,a fee charged in advance to retain the services of someone,a fee charged for work done,the process of giving careful thought to something,the process of giving careful thought to something,tf_idfBNC_filt.retainer.n.1.txt,tf_idfBNC_filt.consideration.n.1.txt,0.9613119115145365
n,consideration.n.5,consideration.n.4,retainer.n.1,consideration.n.4,a fee charged in advance to retain the services of someone,a fee charged for work done,kind and considerate regard for others,kind and considerate regard for others,tf_idfBNC_filt.retainer.n.1.txt,tf_idfBNC_filt.consideration.n.4.txt,0.8389700813057974
n,consideration.n.5,consideration.n.6,retainer.n.1,consideration.n.6,a fee charged in advance to retain the services of someone,a fee charged for work done,a considerate and thoughtful act,a considerate and thoughtful act,tf_idfBNC_filt.retainer.n.1.txt,tf_idfBNC_filt.consideration.n.6.txt,0.7625723784181978
n,consideration.n.1,consideration.n.4,consideration.n.1,consideration.n.4,the process of giving careful thought to something,the process of giving careful thought to something,kind and considerate regard for others,kind and considerate regard for others,tf_idfBNC_filt.consideration.n.1.txt,tf_idfBNC_filt.consideration.n.4.txt,0.9347906375047891
n,consideration.n.1,consideration.n.6,consideration.n.1,consideration.n.6,the process of giving careful thought to something,the process of giving careful thought to something,a considerate and thoughtful act,a considerate and thoughtful act,tf_idfBNC_filt.consideration.n.1.txt,tf_idfBNC_filt.consideration.n.6.txt,0.8359911140814861
n,consideration.n.4,consideration.n.6,consideration.n.4,consideration.n.6,kind and considerate regard for others,kind and considerate regard for others,a considerate and thoughtful act,a considerate and thoughtful act,tf_idfBNC_filt.consideration.n.4.txt,tf_idfBNC_filt.consideration.n.6.txt,0.8066752230922927
n,collection.n.3,collection.n.2,solicitation.n.2,collection.n.2,request for a sum of money,request for a sum of money (as in church),a publication containing a variety of works,a publication containing a variety of works,tf_idfBNC_filt.solicitation.n.2.txt,tf_idfBNC_filt.collection.n.2.txt,0.9118957425628433
n,collection.n.3,collection.n.1,solicitation.n.2,collection.n.1,request for a sum of money,request for a sum of money (as in church),several things grouped together or considered as a whole,several things grouped together,tf_idfBNC_filt.solicitation.n.2.txt,tf_idfBNC_filt.collection.n.1.txt,0.9083021834150626
n,collection.n.3,collection.n.2,solicitation.n.2,collection.n.2,request for a sum of money,request for a sum of money (as in church),a publication containing a variety of works,a publication containing a variety of works,tf_idfBNC_filt.solicitation.n.2.txt,tf_idfBNC_filt.collection.n.2.txt,0.9118957425628433
n,collection.n.2,collection.n.1,collection.n.2,collection.n.1,a publication containing a variety of works,a publication containing a variety of works,several things grouped together or considered as a whole,several things grouped together,tf_idfBNC_filt.collection.n.2.txt,tf_idfBNC_filt.collection.n.1.txt,0.8909195528477726
n,collection.n.2,collection.n.2,collection.n.2,collection.n.2,a publication containing a variety of works,a publication containing a variety of works,a publication containing a variety of works,a publication containing a variety of works,tf_idfBNC_filt.collection.n.2.txt,tf_idfBNC_filt.collection.n.2.txt,1.0000000000000024
n,collection.n.1,collection.n.2,collection.n.1,collection.n.2,several things grouped together or considered as a whole,several things grouped together,a publication containing a variety of works,a publication containing a variety of works,tf_idfBNC_filt.collection.n.1.txt,tf_idfBNC_filt.collection.n.2.txt,0.8909195528477726
n,levy.n.1,levy.n.2,levy.n.1,levy.n.2,a charge imposed and collected,a charge imposed and collected,the act of drafting into military service,the act of drafting into military service,tf_idfBNC_filt.levy.n.1.txt,tf_idfBNC_filt.levy.n.2.txt,0.8598363680160783
n,chance.n.2,chance.n.4,luck.n.2,probability.n.1,an unknown and unpredictable phenomenon that causes an event to result one way rather than another,an unknown and unpredictable phenomenon that causes an event to result one way rather than another,a measure of how likely it is that some event will occur; a number expressing the ratio of favorable cases to the whole number of cases possible,a measure of how likely it is that some event will occur,tf_idfBNC_filt.luck.n.2.txt,tf_idfBNC_filt.probability.n.1.txt,0.8496866140078861
n,warren.n.4,warren.n.5,warren.n.2,warren.n.3,an overcrowded residential area,an overcrowded residential area,a colony of rabbits,a colony of rabbits,tf_idfBNC_filt.warren.n.2.txt,tf_idfBNC_filt.warren.n.3.txt,0.776784997775465
n,reservoir.n.2,reservoir.n.3,reservoir.n.2,reservoir.n.3,lake used to store water for community use,a lake used to store water for community use,tank used for collecting and storing a liquid (as water or oil),a tank used for collecting and storing a liquid (as water or oil),tf_idfBNC_filt.reservoir.n.2.txt,tf_idfBNC_filt.reservoir.n.3.txt,0.8859243406694265
n,approach.n.1,approach.n.9,approach.n.1,approach.n.9,ideas or actions intended to deal with a problem or situation,a formulation adopted in tackling a problem,a relatively short golf shot intended to put the ball onto the putting green,a relatively short golf shot intended to put the ball onto the putting green,tf_idfBNC_filt.approach.n.1.txt,tf_idfBNC_filt.approach.n.9.txt,0.9256399171336319
n,approach.n.1,approach.n.2,approach.n.1,approach.n.2,ideas or actions intended to deal with a problem or situation,a formulation adopted in tackling a problem,the act of drawing spatially closer to something,the act of drawing spatially closer to something,tf_idfBNC_filt.approach.n.1.txt,tf_idfBNC_filt.approach.n.2.txt,0.7938713093771492
n,approach.n.1,approach.n.5,approach.n.1,approach.n.5,ideas or actions intended to deal with a problem or situation,a formulation adopted in tackling a problem,the event of one object coming closer to another,the event of one object coming closer to another,tf_idfBNC_filt.approach.n.1.txt,tf_idfBNC_filt.approach.n.5.txt,0.8051570757351563
n,approach.n.1,approach.n.7,approach.n.1,approach.n.7,ideas or actions intended to deal with a problem or situation,a formulation adopted in tackling a problem,the temporal property of becoming nearer in time,the temporal property of becoming nearer in time,tf_idfBNC_filt.approach.n.1.txt,tf_idfBNC_filt.approach.n.7.txt,0.8685144736621903
n,approach.n.1,approach.n.3,approach.n.1,access.n.3,ideas or actions intended to deal with a problem or situation,a formulation adopted in tackling a problem,a way of entering or leaving,a way of entering or leaving,tf_idfBNC_filt.approach.n.1.txt,tf_idfBNC_filt.access.n.3.txt,0.6954242690433042
n,approach.n.9,approach.n.2,approach.n.9,approach.n.2,a relatively short golf shot intended to put the ball onto the putting green,a relatively short golf shot intended to put the ball onto the putting green,the act of drawing spatially closer to something,the act of drawing spatially closer to something,tf_idfBNC_filt.approach.n.9.txt,tf_idfBNC_filt.approach.n.2.txt,0.9523840013982741
n,approach.n.9,approach.n.5,approach.n.9,approach.n.5,a relatively short golf shot intended to put the ball onto the putting green,a relatively short golf shot intended to put the ball onto the putting green,the event of one object coming closer to another,the event of one object coming closer to another,tf_idfBNC_filt.approach.n.9.txt,tf_idfBNC_filt.approach.n.5.txt,0.9499516574097346
n,approach.n.9,approach.n.7,approach.n.9,approach.n.7,a relatively short golf shot intended to put the ball onto the putting green,a relatively short golf shot intended to put the ball onto the putting green,the temporal property of becoming nearer in time,the temporal property of becoming nearer in time,tf_idfBNC_filt.approach.n.9.txt,tf_idfBNC_filt.approach.n.7.txt,0.9772175105492389
n,approach.n.9,approach.n.3,approach.n.9,access.n.3,a relatively short golf shot intended to put the ball onto the putting green,a relatively short golf shot intended to put the ball onto the putting green,a way of entering or leaving,a way of entering or leaving,tf_idfBNC_filt.approach.n.9.txt,tf_idfBNC_filt.access.n.3.txt,0.8919137188569097
n,approach.n.2,approach.n.5,approach.n.2,approach.n.5,the act of drawing spatially closer to something,the act of drawing spatially closer to something,the event of one object coming closer to another,the event of one object coming closer to another,tf_idfBNC_filt.approach.n.2.txt,tf_idfBNC_filt.approach.n.5.txt,0.9892226822834518
n,approach.n.2,approach.n.7,approach.n.2,approach.n.7,the act of drawing spatially closer to something,the act of drawing spatially closer to something,the temporal property of becoming nearer in time,the temporal property of becoming nearer in time,tf_idfBNC_filt.approach.n.2.txt,tf_idfBNC_filt.approach.n.7.txt,0.9845347249328277
n,approach.n.2,approach.n.3,approach.n.2,access.n.3,the act of drawing spatially closer to something,the act of drawing spatially closer to something,a way of entering or leaving,a way of entering or leaving,tf_idfBNC_filt.approach.n.2.txt,tf_idfBNC_filt.access.n.3.txt,0.951613069254284
n,approach.n.5,approach.n.7,approach.n.5,approach.n.7,the event of one object coming closer to another,the event of one object coming closer to another,the temporal property of becoming nearer in time,the temporal property of becoming nearer in time,tf_idfBNC_filt.approach.n.5.txt,tf_idfBNC_filt.approach.n.7.txt,0.9719605890897758
n,approach.n.5,approach.n.3,approach.n.5,access.n.3,the event of one object coming closer to another,the event of one object coming closer to another,a way of entering or leaving,a way of entering or leaving,tf_idfBNC_filt.approach.n.5.txt,tf_idfBNC_filt.access.n.3.txt,0.95458825731319
n,approach.n.7,approach.n.3,approach.n.7,access.n.3,the temporal property of becoming nearer in time,the temporal property of becoming nearer in time,a way of entering or leaving,a way of entering or leaving,tf_idfBNC_filt.approach.n.7.txt,tf_idfBNC_filt.access.n.3.txt,0.9020458813643071
n,tube.n.1,tube.n.2,tube.n.1,tube.n.2,conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases,a long hollow object (usually cylindrical) used to hold and conduct liquids or gases,electronic device consisting of a system of electrodes arranged in an evacuated glass or metal envelope,a system of electrodes arranged in an evacuated glass or metal envelope,tf_idfBNC_filt.tube.n.1.txt,tf_idfBNC_filt.tube.n.2.txt,0.9761724648225644
n,tube.n.1,tube.n.3,tube.n.1,pipe.n.3,conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases,a long hollow object (usually cylindrical) used to hold and conduct liquids or gases,a hollow cylindrical shape,a hollow cylindrical shape,tf_idfBNC_filt.tube.n.1.txt,tf_idfBNC_filt.pipe.n.3.txt,0.5309863769372131
n,tube.n.1,tube.n.4,tube.n.1,tube.n.4,conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct objects or liquids or gases,a long hollow object (usually cylindrical) used to hold and conduct liquids or gases,(anatomy) any hollow cylindrical body structure,(anatomy) any hollow cylindrical body structure,tf_idfBNC_filt.tube.n.1.txt,tf_idfBNC_filt.tube.n.4.txt,0.977731115381418
n,tube.n.2,tube.n.3,tube.n.2,pipe.n.3,electronic device consisting of a system of electrodes arranged in an evacuated glass or metal envelope,a system of electrodes arranged in an evacuated glass or metal envelope,a hollow cylindrical shape,a hollow cylindrical shape,tf_idfBNC_filt.tube.n.2.txt,tf_idfBNC_filt.pipe.n.3.txt,0.6411933607335247
n,tube.n.2,tube.n.4,tube.n.2,tube.n.4,electronic device consisting of a system of electrodes arranged in an evacuated glass or metal envelope,a system of electrodes arranged in an evacuated glass or metal envelope,(anatomy) any hollow cylindrical body structure,(anatomy) any hollow cylindrical body structure,tf_idfBNC_filt.tube.n.2.txt,tf_idfBNC_filt.tube.n.4.txt,0.9857782344151064
n,tube.n.3,tube.n.4,pipe.n.3,tube.n.4,a hollow cylindrical shape,a hollow cylindrical shape,(anatomy) any hollow cylindrical body structure,(anatomy) any hollow cylindrical body structure,tf_idfBNC_filt.pipe.n.3.txt,tf_idfBNC_filt.tube.n.4.txt,0.5593298149341389
n,battle.n.1,battle.n.2,battle.n.1,struggle.n.1,a hostile meeting of opposing military forces in the course of a war,a hostile meeting of opposing military forces in the course of a war,an energetic attempt to achieve something,an energetic attempt to achieve something,tf_idfBNC_filt.battle.n.1.txt,tf_idfBNC_filt.struggle.n.1.txt,0.95861141612159
n,battle.n.1,battle.n.3,battle.n.1,conflict.n.1,a hostile meeting of opposing military forces in the course of a war,a hostile meeting of opposing military forces in the course of a war,an open clash between two opposing groups (or individuals); --Thomas Paine,an open clash between two opposing groups (or individuals); --Thomas Paine,tf_idfBNC_filt.battle.n.1.txt,tf_idfBNC_filt.conflict.n.1.txt,0.9122807470467735
n,battle.n.2,battle.n.3,struggle.n.1,conflict.n.1,an energetic attempt to achieve something,an energetic attempt to achieve something,an open clash between two opposing groups (or individuals); --Thomas Paine,an open clash between two opposing groups (or individuals); --Thomas Paine,tf_idfBNC_filt.struggle.n.1.txt,tf_idfBNC_filt.conflict.n.1.txt,0.866130389531595
n,diner.n.1,diner.n.3,diner.n.1,diner.n.3,a person eating a meal (especially in a restaurant),a person eating a meal (especially in a restaurant),a restaurant that resembles a dining car,a restaurant that resembles a dining car,tf_idfBNC_filt.diner.n.1.txt,tf_idfBNC_filt.diner.n.3.txt,0.9295799789802945
n,weapon.n.1,weapon.n.2,weapon.n.1,weapon.n.2,any instrument or instrumentality used in fighting or hunting,weaponry used in fighting or hunting,a means of persuading or arguing,a means of persuading or arguing,tf_idfBNC_filt.weapon.n.1.txt,tf_idfBNC_filt.weapon.n.2.txt,0.7431970395003035
n,product.n.3,product.n.4,product.n.3,product.n.5,a consequence of someone's efforts or of a particular set of circumstances,a consequence of someone's efforts or of a particular set of circumstances,a chemical substance formed as a result of a chemical reaction,a chemical substance formed as a result of a chemical reaction,tf_idfBNC_filt.product.n.3.txt,tf_idfBNC_filt.product.n.5.txt,0.9226695387197501
n,product.n.3,product.n.5,product.n.3,product.n.4,a consequence of someone's efforts or of a particular set of circumstances,a consequence of someone's efforts or of a particular set of circumstances,a quantity obtained by multiplication,a quantity obtained by multiplication,tf_idfBNC_filt.product.n.3.txt,tf_idfBNC_filt.product.n.4.txt,0.8984957033800723
n,product.n.3,product.n.1,product.n.3,merchandise.n.1,a consequence of someone's efforts or of a particular set of circumstances,a consequence of someone's efforts or of a particular set of circumstances,commodities offered for sale,commodities offered for sale,tf_idfBNC_filt.product.n.3.txt,tf_idfBNC_filt.merchandise.n.1.txt,0.0
n,product.n.3,product.n.2,product.n.3,product.n.2,a consequence of someone's efforts or of a particular set of circumstances,a consequence of someone's efforts or of a particular set of circumstances,an artifact that has been created by someone or some process,the amount of an artifact that has been produced by someone or some process,tf_idfBNC_filt.product.n.3.txt,tf_idfBNC_filt.product.n.2.txt,0.7453532006765573
n,product.n.4,product.n.5,product.n.5,product.n.4,a chemical substance formed as a result of a chemical reaction,a chemical substance formed as a result of a chemical reaction,a quantity obtained by multiplication,a quantity obtained by multiplication,tf_idfBNC_filt.product.n.5.txt,tf_idfBNC_filt.product.n.4.txt,0.9840569162686357
n,product.n.4,product.n.1,product.n.5,merchandise.n.1,a chemical substance formed as a result of a chemical reaction,a chemical substance formed as a result of a chemical reaction,commodities offered for sale,commodities offered for sale,tf_idfBNC_filt.product.n.5.txt,tf_idfBNC_filt.merchandise.n.1.txt,0.0
n,product.n.4,product.n.2,product.n.5,product.n.2,a chemical substance formed as a result of a chemical reaction,a chemical substance formed as a result of a chemical reaction,an artifact that has been created by someone or some process,the amount of an artifact that has been produced by someone or some process,tf_idfBNC_filt.product.n.5.txt,tf_idfBNC_filt.product.n.2.txt,0.9134495507476874
n,product.n.5,product.n.1,product.n.4,merchandise.n.1,a quantity obtained by multiplication,a quantity obtained by multiplication,commodities offered for sale,commodities offered for sale,tf_idfBNC_filt.product.n.4.txt,tf_idfBNC_filt.merchandise.n.1.txt,0.0
n,product.n.5,product.n.2,product.n.4,product.n.2,a quantity obtained by multiplication,a quantity obtained by multiplication,an artifact that has been created by someone or some process,the amount of an artifact that has been produced by someone or some process,tf_idfBNC_filt.product.n.4.txt,tf_idfBNC_filt.product.n.2.txt,0.8805657434721854
n,product.n.1,product.n.2,merchandise.n.1,product.n.2,commodities offered for sale,commodities offered for sale,an artifact that has been created by someone or some process,the amount of an artifact that has been produced by someone or some process,tf_idfBNC_filt.merchandise.n.1.txt,tf_idfBNC_filt.product.n.2.txt,0.0
n,decay.n.2,decay.n.3,decay.n.2,decay.n.3,a gradual decrease; as of stored charge or current,a gradual decrease; as of stored charge or current,the organic phenomenon of rotting,the organic phenomenon of rotting,tf_idfBNC_filt.decay.n.2.txt,tf_idfBNC_filt.decay.n.3.txt,0.8897350229628027
n,decay.n.2,decay.n.5,decay.n.2,decay.n.5,a gradual decrease; as of stored charge or current,a gradual decrease; as of stored charge or current,the spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation,the spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation,tf_idfBNC_filt.decay.n.2.txt,tf_idfBNC_filt.decay.n.5.txt,0.9849148055044461
n,decay.n.2,decay.n.1,decay.n.2,decay.n.1,a gradual decrease; as of stored charge or current,a gradual decrease; as of stored charge or current,the process of gradually becoming inferior,the process of gradually becoming inferior,tf_idfBNC_filt.decay.n.2.txt,tf_idfBNC_filt.decay.n.1.txt,0.8411193484156038
n,decay.n.2,decay.n.4,decay.n.2,decay.n.4,a gradual decrease; as of stored charge or current,a gradual decrease; as of stored charge or current,an inferior state resulting from the process of decaying,an inferior state resulting from the process of decaying,tf_idfBNC_filt.decay.n.2.txt,tf_idfBNC_filt.decay.n.4.txt,0.92744519450949
n,decay.n.3,decay.n.5,decay.n.3,decay.n.5,the organic phenomenon of rotting,the organic phenomenon of rotting,the spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation,the spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation,tf_idfBNC_filt.decay.n.3.txt,tf_idfBNC_filt.decay.n.5.txt,0.9342576422061126
n,decay.n.3,decay.n.1,decay.n.3,decay.n.1,the organic phenomenon of rotting,the organic phenomenon of rotting,the process of gradually becoming inferior,the process of gradually becoming inferior,tf_idfBNC_filt.decay.n.3.txt,tf_idfBNC_filt.decay.n.1.txt,0.971083706230941
n,decay.n.3,decay.n.4,decay.n.3,decay.n.4,the organic phenomenon of rotting,the organic phenomenon of rotting,an inferior state resulting from the process of decaying,an inferior state resulting from the process of decaying,tf_idfBNC_filt.decay.n.3.txt,tf_idfBNC_filt.decay.n.4.txt,0.688923052094611
n,decay.n.5,decay.n.1,decay.n.5,decay.n.1,the spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation,the spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation,the process of gradually becoming inferior,the process of gradually becoming inferior,tf_idfBNC_filt.decay.n.5.txt,tf_idfBNC_filt.decay.n.1.txt,0.8927604775402056
n,decay.n.5,decay.n.4,decay.n.5,decay.n.4,the spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation,the spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation,an inferior state resulting from the process of decaying,an inferior state resulting from the process of decaying,tf_idfBNC_filt.decay.n.5.txt,tf_idfBNC_filt.decay.n.4.txt,0.8605433744579348
n,decay.n.1,decay.n.4,decay.n.1,decay.n.4,the process of gradually becoming inferior,the process of gradually becoming inferior,an inferior state resulting from the process of decaying,an inferior state resulting from the process of decaying,tf_idfBNC_filt.decay.n.1.txt,tf_idfBNC_filt.decay.n.4.txt,0.6127307148592779
n,unrest.n.1,unrest.n.2,agitation.n.2,unrest.n.2,a state of agitation or turbulent change or development,a state of agitation or turbulent change or development:,a feeling of restless agitation,a feeling of restless agitation,tf_idfBNC_filt.agitation.n.2.txt,tf_idfBNC_filt.unrest.n.2.txt,0.9354209339209378
n,accent.n.2,accent.n.4,emphasis.n.1,stress.n.1,special importance or significance,special importance or significance,the relative prominence of a syllable or musical note (especially with regard to stress or pitch),the relative prominence of a syllable (especially with regard to stress or pitch),tf_idfBNC_filt.emphasis.n.1.txt,tf_idfBNC_filt.stress.n.1.txt,0.7684983123413492
n,accent.n.2,accent.n.5,emphasis.n.1,accent.n.5,special importance or significance,special importance or significance,a diacritical mark used to indicate stress or placed above a vowel to indicate a special pronunciation,a diacritical mark used to indicate stress or (in some languages) placed above a vowel to indicate a special pronunciation,tf_idfBNC_filt.emphasis.n.1.txt,tf_idfBNC_filt.accent.n.5.txt,0.7176080723694751
n,accent.n.2,accent.n.1,emphasis.n.1,accent.n.1,special importance or significance,special importance or significance,distinctive manner of oral expression,distinctive manner of oral expression,tf_idfBNC_filt.emphasis.n.1.txt,tf_idfBNC_filt.accent.n.1.txt,0.80777479809662
n,accent.n.4,accent.n.5,stress.n.1,accent.n.5,the relative prominence of a syllable or musical note (especially with regard to stress or pitch),the relative prominence of a syllable (especially with regard to stress or pitch),a diacritical mark used to indicate stress or placed above a vowel to indicate a special pronunciation,a diacritical mark used to indicate stress or (in some languages) placed above a vowel to indicate a special pronunciation,tf_idfBNC_filt.stress.n.1.txt,tf_idfBNC_filt.accent.n.5.txt,0.9699529149868831
n,accent.n.4,accent.n.1,stress.n.1,accent.n.1,the relative prominence of a syllable or musical note (especially with regard to stress or pitch),the relative prominence of a syllable (especially with regard to stress or pitch),distinctive manner of oral expression,distinctive manner of oral expression,tf_idfBNC_filt.stress.n.1.txt,tf_idfBNC_filt.accent.n.1.txt,0.8945504249445765
n,accent.n.5,accent.n.1,accent.n.5,accent.n.1,a diacritical mark used to indicate stress or placed above a vowel to indicate a special pronunciation,a diacritical mark used to indicate stress or (in some languages) placed above a vowel to indicate a special pronunciation,distinctive manner of oral expression,distinctive manner of oral expression,tf_idfBNC_filt.accent.n.5.txt,tf_idfBNC_filt.accent.n.1.txt,0.9254113662092556
n,traffic.n.1,traffic.n.2,traffic.n.1,traffic.n.2,the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time,the aggregation of things (pedestrians or vehicles or messages) coming and going in a particular locality,buying and selling; especially illicit trade,buying and selling; especially illicit trade,tf_idfBNC_filt.traffic.n.1.txt,tf_idfBNC_filt.traffic.n.2.txt,0.9118162304776413
n,kitty.n.2,kitty.n.1,pot.n.6,pool.n.7,the cumulative amount involved in a game (such as poker),the cumulative stake in a game (such as poker),the combined stakes of the betters,the combined stakes of the betters,tf_idfBNC_filt.pot.n.6.txt,tf_idfBNC_filt.pool.n.7.txt,0.9993971544392283
n,kitty.n.2,kitty.n.3,pot.n.6,kitten.n.1,the cumulative amount involved in a game (such as poker),the cumulative stake in a game (such as poker),young domestic cat,young domestic cat,tf_idfBNC_filt.pot.n.6.txt,tf_idfBNC_filt.kitten.n.1.txt,0.0
n,kitty.n.2,kitty.n.4,pot.n.6,kitty.n.4,the cumulative amount involved in a game (such as poker),the cumulative stake in a game (such as poker),informal terms referring to a domestic cat,informal terms,tf_idfBNC_filt.pot.n.6.txt,tf_idfBNC_filt.kitty.n.4.txt,0.9937236728371952
n,kitty.n.1,kitty.n.3,pool.n.7,kitten.n.1,the combined stakes of the betters,the combined stakes of the betters,young domestic cat,young domestic cat,tf_idfBNC_filt.pool.n.7.txt,tf_idfBNC_filt.kitten.n.1.txt,0.0
n,kitty.n.1,kitty.n.4,pool.n.7,kitty.n.4,the combined stakes of the betters,the combined stakes of the betters,informal terms referring to a domestic cat,informal terms,tf_idfBNC_filt.pool.n.7.txt,tf_idfBNC_filt.kitty.n.4.txt,0.9928820241131187
n,kitty.n.3,kitty.n.4,kitten.n.1,kitty.n.4,young domestic cat,young domestic cat,informal terms referring to a domestic cat,informal terms,tf_idfBNC_filt.kitten.n.1.txt,tf_idfBNC_filt.kitty.n.4.txt,0.0
n,manager.n.1,manager.n.2,director.n.1,coach.n.1,someone who controls resources and expenditures,someone who controls resources and expenditures,(sports) someone in charge of training an athlete or a team,someone in charge of training an athlete or a team,tf_idfBNC_filt.director.n.1.txt,tf_idfBNC_filt.coach.n.1.txt,0.9702559018688423
n,bridge.n.1,bridge.n.3,bridge.n.1,bridge.n.3,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,something resembling a bridge in form or function,something resembling a bridge in form or function:,tf_idfBNC_filt.bridge.n.1.txt,tf_idfBNC_filt.bridge.n.3.txt,0.8515755897260067
n,bridge.n.1,bridge.n.4,bridge.n.1,bridge.n.4,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,tf_idfBNC_filt.bridge.n.1.txt,tf_idfBNC_filt.bridge.n.4.txt,0.978667546712657
n,bridge.n.1,bridge.n.5,bridge.n.1,bridge.n.5,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,any of various card games based on whist for four players,any of various card games based on whist for four players,tf_idfBNC_filt.bridge.n.1.txt,tf_idfBNC_filt.bridge.n.5.txt,0.8970074460525541
n,bridge.n.1,bridge.n.6,bridge.n.1,bridge.n.6,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,a wooden support that holds the strings up,wooden piece that holds string up,tf_idfBNC_filt.bridge.n.1.txt,tf_idfBNC_filt.bridge.n.6.txt,0.9462978128259808
n,bridge.n.1,bridge.n.7,bridge.n.1,bridge.n.7,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,tf_idfBNC_filt.bridge.n.1.txt,tf_idfBNC_filt.bridge.n.7.txt,0.8173276409556063
n,bridge.n.1,bridge.n.8,bridge.n.1,bridge.n.8,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,the link between two lenses; rests on nose,the link between two lenses; rests on nose,tf_idfBNC_filt.bridge.n.1.txt,tf_idfBNC_filt.bridge.n.8.txt,0.8682926509972733
n,bridge.n.1,bridge.n.9,bridge.n.1,bridge.n.9,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,an upper deck where a ship is steered and the captain stands,where ship is steered and captain stands,tf_idfBNC_filt.bridge.n.1.txt,tf_idfBNC_filt.bridge.n.9.txt,0.8452778294860028
n,bridge.n.1,bridge.n.2,bridge.n.1,bridge.n.2,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,a circuit consisting of two branches (4 arms arranged in a diamond configuration) across which a meter is connected,tf_idfBNC_filt.bridge.n.1.txt,tf_idfBNC_filt.bridge.n.2.txt,0.8609995224468482
n,bridge.n.3,bridge.n.4,bridge.n.3,bridge.n.4,something resembling a bridge in form or function,something resembling a bridge in form or function:,the hard ridge that forms the upper part of the nose,the hard ridge that forms the upper part of the nose,tf_idfBNC_filt.bridge.n.3.txt,tf_idfBNC_filt.bridge.n.4.txt,0.7868120539242065
n,bridge.n.3,bridge.n.5,bridge.n.3,bridge.n.5,something resembling a bridge in form or function,something resembling a bridge in form or function:,any of various card games based on whist for four players,any of various card games based on whist for four players,tf_idfBNC_filt.bridge.n.3.txt,tf_idfBNC_filt.bridge.n.5.txt,0.6543733608714102
n,bridge.n.3,bridge.n.6,bridge.n.3,bridge.n.6,something resembling a bridge in form or function,something resembling a bridge in form or function:,a wooden support that holds the strings up,wooden piece that holds string up,tf_idfBNC_filt.bridge.n.3.txt,tf_idfBNC_filt.bridge.n.6.txt,0.7829403493889591
n,bridge.n.3,bridge.n.7,bridge.n.3,bridge.n.7,something resembling a bridge in form or function,something resembling a bridge in form or function:,a denture anchored to teeth on either side of missing teeth,a denture anchored to teeth on either side of missing teeth,tf_idfBNC_filt.bridge.n.3.txt,tf_idfBNC_filt.bridge.n.7.txt,0.5568635413651929
n,bridge.n.3,bridge.n.8,bridge.n.3,bridge.n.8,something resembling a bridge in form or function,something resembling a bridge in form or function:,the link between two lenses; rests on nose,the link between two lenses; rests on nose,tf_idfBNC_filt.bridge.n.3.txt,tf_idfBNC_filt.bridge.n.8.txt,0.9694869254593734
