Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
v,carry%2:36:00::,carry.v.15,carry.v.31,carry%2:35:12::,carry#v#15,carry#v#32,01731023-v,01230310-v,,include as the content; broadcast or publicize,,propel or give impetus to,not-merged,carry#v#15-carry#v#32
v,carry%2:36:00::,carry.v.15,carry.v.10,carry%2:42:02::,carry#v#15,carry#v#10,01731023-v,02610974-v,,include as the content; broadcast or publicize,,be necessarily associated with or result in or involve,not-merged,carry#v#15-carry#v#10
v,carry%2:36:00::,carry.v.15,carry.v.12,carry%2:31:12::,carry#v#15,carry#v#12,01731023-v,00730605-v,,include as the content; broadcast or publicize,,"include, as on a list",not-merged,carry#v#15-carry#v#12
v,carry%2:36:00::,carry.v.15,carry.v.20,carry%2:42:14::,carry#v#15,carry#v#20,01731023-v,02657153-v,,include as the content; broadcast or publicize,,keep up with financial support,not-merged,carry#v#15-carry#v#20
v,carry%2:32:02::,carry.v.04,carry.v.22,carry%2:41:02::,carry#v#04,carry#v#23,01050459-v,02561362-v,,serve as a means for expressing something,,win approval or support for,not-merged,carry#v#04-carry#v#23
v,carry%2:32:02::,carry.v.04,carry.v.21,carry%2:42:12::,carry#v#04,carry#v#21,01050459-v,02611165-v,,serve as a means for expressing something,,have or possess something abstract,not-merged,carry#v#04-carry#v#21
v,carry%2:32:02::,carry.v.04,carry.v.05,carry%2:35:09::,carry#v#04,carry#v#05,01050459-v,01206764-v,,serve as a means for expressing something,,"bear or be able to bear the weight, pressure,or responsibility of",not-merged,carry#v#04-carry#v#05
v,carry%2:32:02::,carry.v.04,carry.v.02,carry%2:42:01::,carry#v#04,carry#v#02,01050459-v,02692848-v,,serve as a means for expressing something,,have with oneself; have on one's person,not-merged,carry#v#04-carry#v#02
v,carry%2:32:02::,carry.v.04,carry.v.31,carry%2:35:12::,carry#v#04,carry#v#32,01050459-v,01230310-v,,serve as a means for expressing something,,propel or give impetus to,not-merged,carry#v#04-carry#v#32
v,carry%2:32:02::,carry.v.04,carry.v.10,carry%2:42:02::,carry#v#04,carry#v#10,01050459-v,02610974-v,,serve as a means for expressing something,,be necessarily associated with or result in or involve,not-merged,carry#v#04-carry#v#10
v,carry%2:32:02::,carry.v.04,carry.v.12,carry%2:31:12::,carry#v#04,carry#v#12,01050459-v,00730605-v,,serve as a means for expressing something,,"include, as on a list",not-merged,carry#v#04-carry#v#12
v,carry%2:32:02::,carry.v.04,carry.v.20,carry%2:42:14::,carry#v#04,carry#v#20,01050459-v,02657153-v,,serve as a means for expressing something,,keep up with financial support,not-merged,carry#v#04-carry#v#20
v,carry%2:41:02::,carry.v.22,carry.v.21,carry%2:42:12::,carry#v#23,carry#v#21,02561362-v,02611165-v,,win approval or support for,,have or possess something abstract,not-merged,carry#v#23-carry#v#21
v,carry%2:41:02::,carry.v.22,carry.v.05,carry%2:35:09::,carry#v#23,carry#v#05,02561362-v,01206764-v,,win approval or support for,,"bear or be able to bear the weight, pressure,or responsibility of",not-merged,carry#v#23-carry#v#05
v,carry%2:41:02::,carry.v.22,carry.v.02,carry%2:42:01::,carry#v#23,carry#v#02,02561362-v,02692848-v,,win approval or support for,,have with oneself; have on one's person,not-merged,carry#v#23-carry#v#02
v,carry%2:41:02::,carry.v.22,carry.v.31,carry%2:35:12::,carry#v#23,carry#v#32,02561362-v,01230310-v,,win approval or support for,,propel or give impetus to,not-merged,carry#v#23-carry#v#32
v,carry%2:41:02::,carry.v.22,carry.v.10,carry%2:42:02::,carry#v#23,carry#v#10,02561362-v,02610974-v,,win approval or support for,,be necessarily associated with or result in or involve,not-merged,carry#v#23-carry#v#10
v,carry%2:41:02::,carry.v.22,carry.v.12,carry%2:31:12::,carry#v#23,carry#v#12,02561362-v,00730605-v,,win approval or support for,,"include, as on a list",not-merged,carry#v#23-carry#v#12
v,carry%2:41:02::,carry.v.22,carry.v.20,carry%2:42:14::,carry#v#23,carry#v#20,02561362-v,02657153-v,,win approval or support for,,keep up with financial support,not-merged,carry#v#23-carry#v#20
v,carry%2:42:12::,carry.v.21,carry.v.05,carry%2:35:09::,carry#v#21,carry#v#05,02611165-v,01206764-v,,have or possess something abstract,,"bear or be able to bear the weight, pressure,or responsibility of",not-merged,carry#v#21-carry#v#05
v,carry%2:42:12::,carry.v.21,carry.v.02,carry%2:42:01::,carry#v#21,carry#v#02,02611165-v,02692848-v,,have or possess something abstract,,have with oneself; have on one's person,not-merged,carry#v#21-carry#v#02
v,carry%2:42:12::,carry.v.21,carry.v.31,carry%2:35:12::,carry#v#21,carry#v#32,02611165-v,01230310-v,,have or possess something abstract,,propel or give impetus to,not-merged,carry#v#21-carry#v#32
v,carry%2:42:12::,carry.v.21,carry.v.10,carry%2:42:02::,carry#v#21,carry#v#10,02611165-v,02610974-v,,have or possess something abstract,,be necessarily associated with or result in or involve,not-merged,carry#v#21-carry#v#10
v,carry%2:42:12::,carry.v.21,carry.v.12,carry%2:31:12::,carry#v#21,carry#v#12,02611165-v,00730605-v,,have or possess something abstract,,"include, as on a list",not-merged,carry#v#21-carry#v#12
v,carry%2:42:12::,carry.v.21,carry.v.20,carry%2:42:14::,carry#v#21,carry#v#20,02611165-v,02657153-v,,have or possess something abstract,,keep up with financial support,not-merged,carry#v#21-carry#v#20
v,carry%2:35:09::,carry.v.05,carry.v.02,carry%2:42:01::,carry#v#05,carry#v#02,01206764-v,02692848-v,,"bear or be able to bear the weight, pressure,or responsibility of",,have with oneself; have on one's person,not-merged,carry#v#05-carry#v#02
v,carry%2:35:09::,carry.v.05,carry.v.31,carry%2:35:12::,carry#v#05,carry#v#32,01206764-v,01230310-v,,"bear or be able to bear the weight, pressure,or responsibility of",,propel or give impetus to,not-merged,carry#v#05-carry#v#32
v,carry%2:35:09::,carry.v.05,carry.v.10,carry%2:42:02::,carry#v#05,carry#v#10,01206764-v,02610974-v,,"bear or be able to bear the weight, pressure,or responsibility of",,be necessarily associated with or result in or involve,not-merged,carry#v#05-carry#v#10
v,carry%2:35:09::,carry.v.05,carry.v.12,carry%2:31:12::,carry#v#05,carry#v#12,01206764-v,00730605-v,,"bear or be able to bear the weight, pressure,or responsibility of",,"include, as on a list",not-merged,carry#v#05-carry#v#12
v,carry%2:35:09::,carry.v.05,carry.v.20,carry%2:42:14::,carry#v#05,carry#v#20,01206764-v,02657153-v,,"bear or be able to bear the weight, pressure,or responsibility of",,keep up with financial support,not-merged,carry#v#05-carry#v#20
v,carry%2:42:01::,carry.v.02,carry.v.31,carry%2:35:12::,carry#v#02,carry#v#32,02692848-v,01230310-v,,have with oneself; have on one's person,,propel or give impetus to,not-merged,carry#v#02-carry#v#32
v,carry%2:42:01::,carry.v.02,carry.v.10,carry%2:42:02::,carry#v#02,carry#v#10,02692848-v,02610974-v,,have with oneself; have on one's person,,be necessarily associated with or result in or involve,not-merged,carry#v#02-carry#v#10
v,carry%2:42:01::,carry.v.02,carry.v.12,carry%2:31:12::,carry#v#02,carry#v#12,02692848-v,00730605-v,,have with oneself; have on one's person,,"include, as on a list",not-merged,carry#v#02-carry#v#12
v,carry%2:42:01::,carry.v.02,carry.v.20,carry%2:42:14::,carry#v#02,carry#v#20,02692848-v,02657153-v,,have with oneself; have on one's person,,keep up with financial support,not-merged,carry#v#02-carry#v#20
v,carry%2:35:12::,carry.v.31,carry.v.10,carry%2:42:02::,carry#v#32,carry#v#10,01230310-v,02610974-v,,propel or give impetus to,,be necessarily associated with or result in or involve,not-merged,carry#v#32-carry#v#10
v,carry%2:35:12::,carry.v.31,carry.v.12,carry%2:31:12::,carry#v#32,carry#v#12,01230310-v,00730605-v,,propel or give impetus to,,"include, as on a list",not-merged,carry#v#32-carry#v#12
v,carry%2:35:12::,carry.v.31,carry.v.20,carry%2:42:14::,carry#v#32,carry#v#20,01230310-v,02657153-v,,propel or give impetus to,,keep up with financial support,not-merged,carry#v#32-carry#v#20
v,carry%2:42:02::,carry.v.10,carry.v.12,carry%2:31:12::,carry#v#10,carry#v#12,02610974-v,00730605-v,,be necessarily associated with or result in or involve,,"include, as on a list",not-merged,carry#v#10-carry#v#12
v,carry%2:42:02::,carry.v.10,carry.v.20,carry%2:42:14::,carry#v#10,carry#v#20,02610974-v,02657153-v,,be necessarily associated with or result in or involve,,keep up with financial support,not-merged,carry#v#10-carry#v#20
v,carry%2:31:12::,carry.v.12,carry.v.20,carry%2:42:14::,carry#v#12,carry#v#20,00730605-v,02657153-v,,"include, as on a list",,keep up with financial support,merged,carry#v#12-carry#v#20
v,survive%2:42:01::,survive.v.01,survive.v.02,survive%2:42:02::,survive#v#01,survive#v#02,02593061-v,02594822-v,,continue to live; endure or last,,"continue in existence after (an adversity, etc.)",not-merged,survive#v#01-survive#v#02
n,mail%1:10:00::,mail.n.02,mail.n.04,mail%1:14:00::,mail#n#02,mail#n#04,06182215-n,08347902-n,,the system whereby messages are transmitted via the post office,,any particular collection of letters or packages that is delivered,not-merged,mail#n#02-mail#n#04
v,meet%2:41:02::,meet.v.06,meet.v.01,meet%2:38:01::,meet#v#06,meet#v#01,02570095-v,02004855-v,,satisfy or fulfill,,come together,not-merged,meet#v#06-meet#v#01
n,nation%1:14:02::,nation.n.03,nation.n.02,nation%1:14:01::,nation#n#03,nation#n#02,08189756-n,08054464-n,,a federation of tribes (especially native American tribes),,the people who live in a nation or country,not-merged,nation#n#03-nation#n#02
a,colorless%3:00:02::,colorless.a.02,colorless.a.01,colorless%3:00:03::,colorless#a#02,colorless#a#01,00426770-a,00430727-a,,weak in color; not colorful,,lacking in variety and interest,merged,colorless#a#02-colorless#a#01
v,watch%2:41:00::,watch.v.02,watch.v.03,watch%2:39:05::,watch#v#02,watch#v#03,02431509-v,02131231-v,,follow with the eyes or the mind,,see or watch,not-merged,watch#v#02-watch#v#03
v,replace%2:30:00::,replace.v.01,replace.v.04,replace%2:35:00::,replace#v#01,replace#v#04,00159902-v,01296767-v,,substitute a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected),,put something back where it belongs,not-merged,replace#v#01-replace#v#04
n,church%1:06:00::,church.n.02,church.n.01,church%1:14:00::,church#n#02,church#n#01,02998121-n,07972583-n,,a place for public (especially Christian) worship,,one of the groups of Christians who have their own beliefs and forms of worship,merged,church#n#02-church#n#01
v,visit%2:41:00::,visit.v.03,visit.v.01,visit%2:41:02::,visit#v#03,visit#v#01,02463694-v,02468944-v,,pay a brief visit,,"visit a place, as for entertainment",not-merged,visit#v#03-visit#v#01
n,channel%1:10:01::,channel.n.05,channel.n.04,channel%1:17:00::,channel#n#05,channel#n#04,06178200-n,09108600-n,,(often plural) a means of communication or access,,a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies) that allows the best passage for vessels,not-merged,channel#n#05-channel#n#04
n,channel%1:10:01::,channel.n.05,channel.n.07,channel%1:06:02::,channel#n#05,channel#n#07,06178200-n,02976792-n,,(often plural) a means of communication or access,,a television station and its programs,not-merged,channel#n#05-channel#n#07
n,channel%1:10:01::,channel.n.05,channel.n.01,channel%1:10:00::,channel#n#05,channel#n#01,06178200-n,06177977-n,,(often plural) a means of communication or access,,a path over which electrical signals can pass,not-merged,channel#n#05-channel#n#01
n,channel%1:17:00::,channel.n.04,channel.n.07,channel%1:06:02::,channel#n#04,channel#n#07,09108600-n,02976792-n,,a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies) that allows the best passage for vessels,,a television station and its programs,not-merged,channel#n#04-channel#n#07
n,channel%1:17:00::,channel.n.04,channel.n.01,channel%1:10:00::,channel#n#04,channel#n#01,09108600-n,06177977-n,,a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies) that allows the best passage for vessels,,a path over which electrical signals can pass,not-merged,channel#n#04-channel#n#01
n,channel%1:06:02::,channel.n.07,channel.n.01,channel%1:10:00::,channel#n#07,channel#n#01,02976792-n,06177977-n,,a television station and its programs,,a path over which electrical signals can pass,not-merged,channel#n#07-channel#n#01
n,hearth%1:06:00::,hearth.n.02,hearth.n.03,hearth%1:15:00::,hearth#n#02,hearth#n#03,03469278-n,08461767-n,,home symbolized as a part of the fireplace,,an area near a fireplace (usually paved and extending out into a room),not-merged,hearth#n#02-hearth#n#03
v,continue%2:42:00::,continue.v.03,continue.v.01,continue%2:42:01::,continue#v#03,continue#v#01,02654098-v,02659138-v,,keep or maintain in unaltered condition; cause to remain or last,,"continue a certain state, condition, or activity",not-merged,continue#v#03-continue#v#01
v,withdraw%2:40:00::,withdraw.v.10,withdraw.v.01,withdraw%2:38:00::,withdraw#v#10,withdraw#v#01,02289558-v,01976117-v,,remove (a commodity) from (a supply source),,pull back or move away or backward,not-merged,withdraw#v#10-withdraw#v#01
v,keep%2:32:00::,keep.v.08,keep.v.01,keep%2:42:00::,keep#v#08,keep#v#01,01055319-v,02655994-v,,maintain by writing regular records,,"keep in a certain state, position, or activity; e.g.,",not-merged,keep#v#08-keep#v#01
v,keep%2:32:00::,keep.v.08,keep.v.18,keep%2:40:13::,keep#v#08,keep#v#18,01055319-v,02183666-v,,maintain by writing regular records,,store or keep customarily,not-merged,keep#v#08-keep#v#18
v,keep%2:32:00::,keep.v.08,keep.v.20,keep%2:40:10::,keep#v#08,keep#v#20,01055319-v,02182740-v,,maintain by writing regular records,,maintain for use and service,not-merged,keep#v#08-keep#v#20
v,keep%2:32:00::,keep.v.08,keep.v.07,keep%2:40:01::,keep#v#08,keep#v#07,01055319-v,02182500-v,,maintain by writing regular records,,look after; be the keeper of; have charge of,not-merged,keep#v#08-keep#v#07
v,keep%2:32:00::,keep.v.08,keep.v.19,keep%2:40:12::,keep#v#08,keep#v#19,01055319-v,02183416-v,,maintain by writing regular records,,have as a supply,not-merged,keep#v#08-keep#v#19
v,keep%2:32:00::,keep.v.08,keep.v.21,keep%2:35:10::,keep#v#08,keep#v#21,01055319-v,01290424-v,,maintain by writing regular records,,hold and prevent from leaving,not-merged,keep#v#08-keep#v#21
v,keep%2:32:00::,keep.v.08,keep.v.03,keep%2:40:00::,keep#v#08,keep#v#03,01055319-v,02181956-v,,maintain by writing regular records,,retain possession of,not-merged,keep#v#08-keep#v#03
v,keep%2:42:00::,keep.v.01,keep.v.18,keep%2:40:13::,keep#v#01,keep#v#18,02655994-v,02183666-v,,"keep in a certain state, position, or activity; e.g.,",,store or keep customarily,not-merged,keep#v#01-keep#v#18
v,keep%2:42:00::,keep.v.01,keep.v.20,keep%2:40:10::,keep#v#01,keep#v#20,02655994-v,02182740-v,,"keep in a certain state, position, or activity; e.g.,",,maintain for use and service,not-merged,keep#v#01-keep#v#20
v,keep%2:42:00::,keep.v.01,keep.v.07,keep%2:40:01::,keep#v#01,keep#v#07,02655994-v,02182500-v,,"keep in a certain state, position, or activity; e.g.,",,look after; be the keeper of; have charge of,not-merged,keep#v#01-keep#v#07
v,keep%2:42:00::,keep.v.01,keep.v.19,keep%2:40:12::,keep#v#01,keep#v#19,02655994-v,02183416-v,,"keep in a certain state, position, or activity; e.g.,",,have as a supply,not-merged,keep#v#01-keep#v#19
v,keep%2:42:00::,keep.v.01,keep.v.21,keep%2:35:10::,keep#v#01,keep#v#21,02655994-v,01290424-v,,"keep in a certain state, position, or activity; e.g.,",,hold and prevent from leaving,not-merged,keep#v#01-keep#v#21
v,keep%2:42:00::,keep.v.01,keep.v.03,keep%2:40:00::,keep#v#01,keep#v#03,02655994-v,02181956-v,,"keep in a certain state, position, or activity; e.g.,",,retain possession of,not-merged,keep#v#01-keep#v#03
v,keep%2:40:13::,keep.v.18,keep.v.20,keep%2:40:10::,keep#v#18,keep#v#20,02183666-v,02182740-v,,store or keep customarily,,maintain for use and service,not-merged,keep#v#18-keep#v#20
v,keep%2:40:13::,keep.v.18,keep.v.07,keep%2:40:01::,keep#v#18,keep#v#07,02183666-v,02182500-v,,store or keep customarily,,look after; be the keeper of; have charge of,not-merged,keep#v#18-keep#v#07
v,keep%2:40:13::,keep.v.18,keep.v.19,keep%2:40:12::,keep#v#18,keep#v#19,02183666-v,02183416-v,,store or keep customarily,,have as a supply,not-merged,keep#v#18-keep#v#19
v,keep%2:40:13::,keep.v.18,keep.v.21,keep%2:35:10::,keep#v#18,keep#v#21,02183666-v,01290424-v,,store or keep customarily,,hold and prevent from leaving,not-merged,keep#v#18-keep#v#21
v,keep%2:40:13::,keep.v.18,keep.v.03,keep%2:40:00::,keep#v#18,keep#v#03,02183666-v,02181956-v,,store or keep customarily,,retain possession of,not-merged,keep#v#18-keep#v#03
v,keep%2:40:10::,keep.v.20,keep.v.07,keep%2:40:01::,keep#v#20,keep#v#07,02182740-v,02182500-v,,maintain for use and service,,look after; be the keeper of; have charge of,not-merged,keep#v#20-keep#v#07
v,keep%2:40:10::,keep.v.20,keep.v.19,keep%2:40:12::,keep#v#20,keep#v#19,02182740-v,02183416-v,,maintain for use and service,,have as a supply,not-merged,keep#v#20-keep#v#19
v,keep%2:40:10::,keep.v.20,keep.v.21,keep%2:35:10::,keep#v#20,keep#v#21,02182740-v,01290424-v,,maintain for use and service,,hold and prevent from leaving,not-merged,keep#v#20-keep#v#21
v,keep%2:40:10::,keep.v.20,keep.v.03,keep%2:40:00::,keep#v#20,keep#v#03,02182740-v,02181956-v,,maintain for use and service,,retain possession of,not-merged,keep#v#20-keep#v#03
v,keep%2:40:01::,keep.v.07,keep.v.19,keep%2:40:12::,keep#v#07,keep#v#19,02182500-v,02183416-v,,look after; be the keeper of; have charge of,,have as a supply,not-merged,keep#v#07-keep#v#19
v,keep%2:40:01::,keep.v.07,keep.v.21,keep%2:35:10::,keep#v#07,keep#v#21,02182500-v,01290424-v,,look after; be the keeper of; have charge of,,hold and prevent from leaving,not-merged,keep#v#07-keep#v#21
v,keep%2:40:01::,keep.v.07,keep.v.03,keep%2:40:00::,keep#v#07,keep#v#03,02182500-v,02181956-v,,look after; be the keeper of; have charge of,,retain possession of,not-merged,keep#v#07-keep#v#03
v,keep%2:40:12::,keep.v.19,keep.v.21,keep%2:35:10::,keep#v#19,keep#v#21,02183416-v,01290424-v,,have as a supply,,hold and prevent from leaving,not-merged,keep#v#19-keep#v#21
v,keep%2:40:12::,keep.v.19,keep.v.03,keep%2:40:00::,keep#v#19,keep#v#03,02183416-v,02181956-v,,have as a supply,,retain possession of,not-merged,keep#v#19-keep#v#03
v,keep%2:35:10::,keep.v.21,keep.v.03,keep%2:40:00::,keep#v#21,keep#v#03,01290424-v,02181956-v,,hold and prevent from leaving,,retain possession of,not-merged,keep#v#21-keep#v#03
v,wash%2:35:00::,wash.v.03,wash.v.09,wash%2:30:05::,wash#v#03,wash#v#09,01522375-v,00552273-v,,"cleanse with a cleaning agent, such as soap, and water",,remove by the application of water or other liquid and soap or some other cleaning agent,not-merged,wash#v#03-wash#v#09
v,wash%2:35:00::,wash.v.03,wash.v.02,wash%2:29:00::,wash#v#03,wash#v#02,01522375-v,00035853-v,,"cleanse with a cleaning agent, such as soap, and water",,cleanse (one's body) with soap and water,not-merged,wash#v#03-wash#v#02
v,wash%2:35:00::,wash.v.03,wash.v.10,wash%2:30:09::,wash#v#03,wash#v#10,01522375-v,00271571-v,,"cleanse with a cleaning agent, such as soap, and water",,form by erosion,not-merged,wash#v#03-wash#v#10
v,wash%2:35:00::,wash.v.03,wash.v.04,wash%2:38:01::,wash#v#03,wash#v#04,01522375-v,02079452-v,,"cleanse with a cleaning agent, such as soap, and water",,move by or as if by water,not-merged,wash#v#03-wash#v#04
v,wash%2:35:00::,wash.v.03,wash.v.06,wash%2:42:12::,wash#v#03,wash#v#06,01522375-v,02677106-v,,"cleanse with a cleaning agent, such as soap, and water",,admit to testing or proof,not-merged,wash#v#03-wash#v#06
v,wash%2:35:00::,wash.v.03,wash.v.01,wash%2:35:02::,wash#v#03,wash#v#01,01522375-v,01258694-v,,"cleanse with a cleaning agent, such as soap, and water",,clean with some chemical process,not-merged,wash#v#03-wash#v#01
v,wash%2:30:05::,wash.v.09,wash.v.02,wash%2:29:00::,wash#v#09,wash#v#02,00552273-v,00035853-v,,remove by the application of water or other liquid and soap or some other cleaning agent,,cleanse (one's body) with soap and water,not-merged,wash#v#09-wash#v#02
v,wash%2:30:05::,wash.v.09,wash.v.10,wash%2:30:09::,wash#v#09,wash#v#10,00552273-v,00271571-v,,remove by the application of water or other liquid and soap or some other cleaning agent,,form by erosion,not-merged,wash#v#09-wash#v#10
v,wash%2:30:05::,wash.v.09,wash.v.04,wash%2:38:01::,wash#v#09,wash#v#04,00552273-v,02079452-v,,remove by the application of water or other liquid and soap or some other cleaning agent,,move by or as if by water,not-merged,wash#v#09-wash#v#04
v,wash%2:30:05::,wash.v.09,wash.v.06,wash%2:42:12::,wash#v#09,wash#v#06,00552273-v,02677106-v,,remove by the application of water or other liquid and soap or some other cleaning agent,,admit to testing or proof,not-merged,wash#v#09-wash#v#06
v,wash%2:30:05::,wash.v.09,wash.v.01,wash%2:35:02::,wash#v#09,wash#v#01,00552273-v,01258694-v,,remove by the application of water or other liquid and soap or some other cleaning agent,,clean with some chemical process,not-merged,wash#v#09-wash#v#01
v,wash%2:29:00::,wash.v.02,wash.v.10,wash%2:30:09::,wash#v#02,wash#v#10,00035853-v,00271571-v,,cleanse (one's body) with soap and water,,form by erosion,not-merged,wash#v#02-wash#v#10
v,wash%2:29:00::,wash.v.02,wash.v.04,wash%2:38:01::,wash#v#02,wash#v#04,00035853-v,02079452-v,,cleanse (one's body) with soap and water,,move by or as if by water,not-merged,wash#v#02-wash#v#04
v,wash%2:29:00::,wash.v.02,wash.v.06,wash%2:42:12::,wash#v#02,wash#v#06,00035853-v,02677106-v,,cleanse (one's body) with soap and water,,admit to testing or proof,not-merged,wash#v#02-wash#v#06
v,wash%2:29:00::,wash.v.02,wash.v.01,wash%2:35:02::,wash#v#02,wash#v#01,00035853-v,01258694-v,,cleanse (one's body) with soap and water,,clean with some chemical process,merged,wash#v#02-wash#v#01
v,wash%2:30:09::,wash.v.10,wash.v.04,wash%2:38:01::,wash#v#10,wash#v#04,00271571-v,02079452-v,,form by erosion,,move by or as if by water,not-merged,wash#v#10-wash#v#04
v,wash%2:30:09::,wash.v.10,wash.v.06,wash%2:42:12::,wash#v#10,wash#v#06,00271571-v,02677106-v,,form by erosion,,admit to testing or proof,not-merged,wash#v#10-wash#v#06
v,wash%2:30:09::,wash.v.10,wash.v.01,wash%2:35:02::,wash#v#10,wash#v#01,00271571-v,01258694-v,,form by erosion,,clean with some chemical process,not-merged,wash#v#10-wash#v#01
v,wash%2:38:01::,wash.v.04,wash.v.06,wash%2:42:12::,wash#v#04,wash#v#06,02079452-v,02677106-v,,move by or as if by water,,admit to testing or proof,not-merged,wash#v#04-wash#v#06
v,wash%2:38:01::,wash.v.04,wash.v.01,wash%2:35:02::,wash#v#04,wash#v#01,02079452-v,01258694-v,,move by or as if by water,,clean with some chemical process,not-merged,wash#v#04-wash#v#01
v,wash%2:42:12::,wash.v.06,wash.v.01,wash%2:35:02::,wash#v#06,wash#v#01,02677106-v,01258694-v,,admit to testing or proof,,clean with some chemical process,not-merged,wash#v#06-wash#v#01
v,turn_on%2:39:00::,turn_on.v.03,turn_on.v.04,turn_on%2:30:00::,turn_on#v#03,turn_on#v#04,02121565-v,00543068-v,,produce suddenly or automatically,,become hostile towards,not-merged,turn_on#v#03-turn_on#v#04
v,collaborate%2:41:00::,collaborate.v.01,collaborate.v.02,collaborate%2:41:01::,collaborate#v#01,collaborate#v#02,02392620-v,02393093-v,,work together on a common enterprise of project,,cooperate as a traitor,not-merged,collaborate#v#01-collaborate#v#02
v,determine%2:32:01::,determine.v.08,determine.v.01,determine%2:32:00::,determine#v#08,determine#v#01,00911004-v,00909540-v,,"find out, learn, or determine with certainty, usually by making an inquiry or other effort",,"establish after a calculation, investigation, experiment, survey, or study",not-merged,determine#v#08-determine#v#01
v,drift%2:30:10::,drift.v.09,drift.v.04,drift%2:42:03::,drift#v#09,drift#v#04,00567089-v,02637495-v,,be subject to fluctuation,,vary or move from a fixed point or course,not-merged,drift#v#09-drift#v#04
v,drift%2:30:10::,drift.v.09,drift.v.06,drift%2:38:05::,drift#v#09,drift#v#06,00567089-v,01885382-v,,be subject to fluctuation,,move in an unhurried fashion,not-merged,drift#v#09-drift#v#06
v,drift%2:42:03::,drift.v.04,drift.v.06,drift%2:38:05::,drift#v#04,drift#v#06,02637495-v,01885382-v,,vary or move from a fixed point or course,,move in an unhurried fashion,not-merged,drift#v#04-drift#v#06
v,train%2:31:01::,train.v.01,train.v.02,train%2:31:00::,train#v#01,train#v#02,00595702-v,00595209-v,,create by training and teaching,,"undergo training or instruction in preparation for a particular role, function, or profession",not-merged,train#v#01-train#v#02
v,train%2:31:01::,train.v.01,train.v.09,train%2:41:03::,train#v#01,train#v#09,00595702-v,02485383-v,,create by training and teaching,,train to grow in a certain way by tying and pruning it,not-merged,train#v#01-train#v#09
v,train%2:31:01::,train.v.01,train.v.08,train%2:29:00::,train#v#01,train#v#08,00595702-v,00099049-v,,create by training and teaching,,exercise in order to prepare for an event or competition,not-merged,train#v#01-train#v#08
v,train%2:31:00::,train.v.02,train.v.09,train%2:41:03::,train#v#02,train#v#09,00595209-v,02485383-v,,"undergo training or instruction in preparation for a particular role, function, or profession",,train to grow in a certain way by tying and pruning it,not-merged,train#v#02-train#v#09
v,train%2:31:00::,train.v.02,train.v.08,train%2:29:00::,train#v#02,train#v#08,00595209-v,00099049-v,,"undergo training or instruction in preparation for a particular role, function, or profession",,exercise in order to prepare for an event or competition,not-merged,train#v#02-train#v#08
v,train%2:41:03::,train.v.09,train.v.08,train%2:29:00::,train#v#09,train#v#08,02485383-v,00099049-v,,train to grow in a certain way by tying and pruning it,,exercise in order to prepare for an event or competition,not-merged,train#v#09-train#v#08
s,natural%5:00:00:spontaneous:00,natural.s.06,natural.s.08,natural%5:00:00:biological:00,natural#s#06,natural#s#08,02359639-s,01457653-s,,unthinking; prompted by (or as if by) instinct,,related by blood; not adopted,not-merged,natural#s#06-natural#s#08
s,natural%5:00:00:spontaneous:00,natural.s.06,natural.s.04,natural%5:00:00:normal:01,natural#s#06,natural#s#04,02359639-s,01653485-s,,unthinking; prompted by (or as if by) instinct,,functioning or occurring in a normal way; lacking abnormalities or deficiencies,merged,natural#s#06-natural#s#04
s,natural%5:00:00:spontaneous:00,natural.s.06,natural.s.09,natural%5:00:00:intelligent:00,natural#s#06,natural#s#09,02359639-s,01386356-s,,unthinking; prompted by (or as if by) instinct,,being talented through inherited qualities,not-merged,natural#s#06-natural#s#09
s,natural%5:00:00:spontaneous:00,natural.s.06,natural.s.07,natural%5:00:00:unprocessed:00,natural#s#06,natural#s#07,02359639-s,02022630-s,,unthinking; prompted by (or as if by) instinct,,(used especially of commodities) being unprocessed or manufactured using only simple or minimal processes,merged,natural#s#06-natural#s#07
s,natural%5:00:00:biological:00,natural.s.08,natural.s.04,natural%5:00:00:normal:01,natural#s#08,natural#s#04,01457653-s,01653485-s,,related by blood; not adopted,,functioning or occurring in a normal way; lacking abnormalities or deficiencies,not-merged,natural#s#08-natural#s#04
s,natural%5:00:00:biological:00,natural.s.08,natural.s.09,natural%5:00:00:intelligent:00,natural#s#08,natural#s#09,01457653-s,01386356-s,,related by blood; not adopted,,being talented through inherited qualities,not-merged,natural#s#08-natural#s#09
s,natural%5:00:00:biological:00,natural.s.08,natural.s.07,natural%5:00:00:unprocessed:00,natural#s#08,natural#s#07,01457653-s,02022630-s,,related by blood; not adopted,,(used especially of commodities) being unprocessed or manufactured using only simple or minimal processes,not-merged,natural#s#08-natural#s#07
